Travelling Alone,Embarked_C,Embarked_Q,Embarked_S,Pclass_1,Pclass_2,Pclass_3,Age,Fare,relative,Sex_2,Survived
1,0,0,1,0,0,1,-0.4385718983222157,-0.4702296719376591,-0.5609748304808925,0,0
1,0,0,1,0,0,1,-0.4385718983222157,-0.4894421904510968,-0.5609748304808925,1,0
1,1,0,0,1,0,0,-3.827554843257761e-15,-0.09027201697708476,-0.5609748304808925,1,0
1,1,0,0,0,0,1,-0.47704907369238486,-0.5028639729296732,-0.5609748304808925,1,0
0,0,0,1,1,0,0,-2.131567614609659,2.4029901895877646,1.299429290952638,0,0
1,0,0,1,1,0,0,-3.827554843257761e-15,-0.034313694348132716,-0.5609748304808925,1,1
0,1,0,0,1,0,0,1.5622412209265812,4.335332226633905,0.059159876663617696,0,1
1,0,1,0,0,0,1,-3.827554843257761e-15,-0.49237782784290063,-0.5609748304808925,0,1
0,0,1,0,0,0,1,-3.827554843257761e-15,-0.18029017645086096,0.6792945838081278,1,1
1,0,0,1,0,0,1,-0.8233436520239074,-0.6484216535389205,-0.5609748304808925,1,0
1,0,1,0,0,1,0,-3.827554843257761e-15,-0.3997582667846179,-0.5609748304808925,0,1
1,0,0,1,0,0,1,-3.827554843257761e-15,-0.4863374216869257,-0.5609748304808925,1,0
0,0,0,1,1,0,0,-2.2146783134092245,2.4029901895877646,1.299429290952638,1,1
1,1,0,0,1,0,0,-3.827554843257761e-15,1.5841789061771412,-0.5609748304808925,0,1
0,1,0,0,1,0,0,-0.9772523535045841,1.5442457810799908,0.059159876663617696,0,1
0,1,0,0,0,1,0,0.02315420611981438,-0.16518916106092355,0.059159876663617696,1,0
1,1,0,0,1,0,0,0.02315420611981438,0.49782998024351216,-0.5609748304808925,0,1
1,1,0,0,1,0,0,-0.4385718983222157,1.0259447039291216,-0.5609748304808925,0,1
0,1,0,0,1,0,0,-0.9002980027642458,4.634416897040849,1.9195639980971482,0,1
0,0,0,1,0,1,0,-0.284663196841539,-0.12491978668775715,0.6792945838081278,0,0
1,0,0,1,0,0,1,-0.1307544953608623,-0.4894421904510968,-0.5609748304808925,1,0
0,0,0,1,0,1,0,1.023560765744213,-0.11988611489111134,0.6792945838081278,1,0
1,0,0,1,0,0,1,-0.284663196841539,-0.4902797934380587,-0.5609748304808925,0,1
0,0,0,1,0,1,0,-0.4385718983222157,-0.12491978668775715,0.059159876663617696,0,1
1,0,0,1,0,1,0,1.8700586238879346,-0.36653603292675563,-0.5609748304808925,1,0
0,0,0,1,1,0,0,0.10010855686015273,2.671117778445337,0.6792945838081278,0,1
0,1,0,0,1,0,0,0.7926977135231978,2.059693773056521,0.6792945838081278,0,1
1,0,0,1,0,0,1,-0.5924805998028924,-0.5024451714361923,-0.5609748304808925,1,0
1,0,0,1,0,0,1,-0.20770884610120066,-0.4894421904510968,-0.5609748304808925,1,0
1,0,1,0,0,1,0,0.02315420611981438,-0.3997582667846179,-0.5609748304808925,0,1
0,0,0,1,0,1,0,-0.5924805998028924,-0.06451572512800753,0.6792945838081278,0,1
0,0,0,1,0,0,1,-3.827554843257761e-15,0.7519458402879414,5.64037224096421,1,0
1,1,0,0,1,0,0,0.48488031056184444,2.0825124140450755,-0.5609748304808925,0,1
1,0,0,1,0,0,1,2.408739079070303,-0.5228315422126077,-0.5609748304808925,1,0
1,0,0,1,0,1,0,0.48488031056184444,-0.3866707201133388,-0.5609748304808925,0,1
0,0,0,1,0,0,1,0.10010855686015273,-0.2351571990343002,0.6792945838081278,0,1
0,1,0,0,1,0,0,-1.0542067042449224,0.5189714017894245,0.059159876663617696,0,1
0,0,1,0,0,0,1,-3.827554843257761e-15,-0.18029017645086096,0.6792945838081278,0,1
1,0,0,1,1,0,0,1.2159466425950587,-0.07458306872129913,-0.5609748304808925,1,0
0,0,0,1,1,0,0,0.6387890120425211,2.441497778832105,0.059159876663617696,1,0
0,0,0,1,0,0,1,-1.0542067042449224,-0.2859972841804228,0.6792945838081278,1,0
0,0,0,1,1,0,0,-3.827554843257761e-15,2.042579288947925,0.059159876663617696,0,1
1,0,0,1,0,0,1,-3.827554843257761e-15,-0.4894421904510968,-0.5609748304808925,1,0
0,0,0,1,1,0,0,-0.05380014462052397,0.6925485130875209,0.059159876663617696,1,0
1,1,0,0,1,0,0,0.8696520642635361,2.059693773056521,-0.5609748304808925,0,1
1,0,0,1,0,0,1,1.1774694672248895,-0.4863374216869257,-0.5609748304808925,1,1
1,0,0,1,1,0,0,1.1774694672248895,0.06635974158478332,-0.5609748304808925,1,0
0,0,0,1,0,1,0,-2.131567614609659,-0.12491978668775715,0.6792945838081278,1,1
0,0,0,1,1,0,0,-0.4385718983222157,4.647001076532463,2.5396987052416584,0,1
1,0,0,1,0,1,0,-0.1307544953608623,-0.3866707201133388,-0.5609748304808925,1,0
1,0,0,1,0,1,0,-0.36161754758187736,-0.3866707201133388,-0.5609748304808925,1,0
1,0,0,1,0,1,0,0.48488031056184444,-0.3866707201133388,-0.5609748304808925,1,0
1,0,0,1,0,1,0,-0.4385718983222157,-0.3866707201133388,-0.5609748304808925,0,1
1,0,0,1,0,1,0,0.7926977135231978,-0.3866707201133388,-0.5609748304808925,0,1
0,0,0,1,0,0,1,-3.827554843257761e-15,-0.32425318983493084,0.059159876663617696,0,1
0,0,0,1,0,0,1,-2.054613263869321,-0.32828012727224753,0.6792945838081278,1,1
1,0,0,1,0,0,1,0.9466064150038745,-0.47400492578514347,-0.5609748304808925,1,0
1,0,0,1,0,0,1,-0.5155262490625541,-0.4626791642426904,-0.5609748304808925,1,0
1,0,0,1,1,0,0,-3.827554843257761e-15,0.05629239799149171,-0.5609748304808925,1,0
0,1,0,0,0,0,1,-1.1311610549852609,-0.5028639729296732,0.6792945838081278,1,0
0,0,0,1,0,0,1,-0.36161754758187736,-0.29002422161773944,0.059159876663617696,1,0
1,1,0,0,0,0,1,-3.827554843257761e-15,-0.5029485386158568,-0.5609748304808925,1,0
1,0,0,1,0,0,1,-0.1307544953608623,-0.45714212526638004,-0.5609748304808925,1,0
0,0,0,1,1,0,0,-0.5924805998028924,0.4589861417231558,0.059159876663617696,0,1
1,0,0,1,0,1,0,0.6387890120425211,-0.3866707201133388,-0.5609748304808925,0,0
1,0,1,0,0,0,1,-3.827554843257761e-15,-0.48977642625839407,-0.5609748304808925,0,1
1,0,1,0,0,0,1,-3.827554843257761e-15,-0.48977642625839407,-0.5609748304808925,0,1
0,0,0,1,0,0,1,0.7926977135231978,-0.08666388103324908,2.5396987052416584,1,0
0,1,0,0,0,1,0,-0.05380014462052397,-0.09027201697708476,0.059159876663617696,1,0
0,1,0,0,0,0,1,1.1774694672248895,-0.3573908580066095,0.059159876663617696,0,0
1,0,0,1,0,0,1,0.4079259598215061,-0.5064721088735089,-0.5609748304808925,1,0
0,0,1,0,0,0,1,-3.827554843257761e-15,-0.3363340021468808,0.059159876663617696,1,0
1,0,0,1,0,0,1,0.02315420611981438,-0.5024451714361923,-0.5609748304808925,1,0
0,1,0,0,1,0,0,2.3317847283299646,0.8667135572514657,0.059159876663617696,0,1
1,1,0,0,0,0,1,-3.827554843257761e-15,-0.5028639729296732,-0.5609748304808925,0,1
1,0,1,0,0,0,1,-3.827554843257761e-15,-0.49237782784290063,-0.5609748304808925,0,1
1,1,0,0,1,0,0,-0.4385718983222157,0.7469121684912956,-0.5609748304808925,0,1
0,1,0,0,1,0,0,-0.36161754758187736,0.4678796330534696,0.059159876663617696,1,1
0,0,0,1,0,0,1,-0.9002980027642458,-0.5176307525123133,0.059159876663617696,1,0
1,0,0,1,0,0,1,-0.8233436520239074,-0.4863374216869257,-0.5609748304808925,1,0
1,1,0,0,1,0,0,-0.5924805998028924,2.0825124140450755,-0.5609748304808925,1,0
0,0,0,1,0,0,1,-2.054613263869321,-0.22408312108167944,1.9195639980971482,0,0
0,1,0,0,1,0,0,-3.827554843257761e-15,1.0060617003323709,0.059159876663617696,0,1
1,0,0,1,0,0,1,-0.5924805998028924,-0.5024451714361923,-0.5609748304808925,0,1
0,1,0,0,1,0,0,-0.20770884610120066,3.610064686423428,0.6792945838081278,1,0
1,1,0,0,0,0,1,-0.7463893012835691,-0.5676312212027554,-0.5609748304808925,1,0
1,0,0,1,0,0,1,-0.8233436520239074,-0.4918744606632361,-0.5609748304808925,1,0
1,1,0,0,1,0,0,0.9466064150038745,3.9327230485884233,-0.5609748304808925,0,1
0,1,0,0,0,0,1,-2.2085219653499975,-0.33146744825388363,0.6792945838081278,0,1
1,0,0,1,0,0,1,0.17706290760049107,-0.4888542575852486,-0.5609748304808925,1,0
0,0,0,1,1,0,0,0.4079259598215061,0.39858208016340624,0.059159876663617696,0,1
1,0,0,1,0,0,1,-3.827554843257761e-15,-0.4894421904510968,-0.5609748304808925,1,0
1,0,0,1,0,1,0,-0.9002980027642458,0.8314778546749452,-0.5609748304808925,1,0
0,0,0,1,0,0,1,-2.2085219653499975,0.2958951755118318,3.779968119530679,1,0
1,0,0,1,0,1,0,0.48488031056184444,-0.3866707201133388,-0.5609748304808925,0,1
1,0,1,0,0,0,1,-3.827554843257761e-15,-0.49279662933638163,-0.5609748304808925,1,0
1,1,0,0,0,1,0,-0.9772523535045841,-0.40680540729992204,-0.5609748304808925,0,1
0,0,0,1,1,0,0,0.48488031056184444,1.7677408088510642,1.299429290952638,1,1
1,0,0,1,0,0,1,-0.6694349505432308,-0.49145565916975514,-0.5609748304808925,1,1
0,0,0,1,0,0,1,-0.1307544953608623,-0.4888542575852486,0.6792945838081278,1,0
0,1,0,0,1,0,0,-0.5155262490625541,1.6323350375212924,0.059159876663617696,0,1
0,0,0,1,0,0,1,-0.4385718983222157,-0.312172377522981,0.6792945838081278,0,1
1,0,0,1,0,0,1,-0.5924805998028924,-0.49145565916975514,-0.5609748304808925,1,0
1,0,0,1,0,0,1,0.10010855686015273,-0.4902797934380587,-0.5609748304808925,0,0
1,0,0,1,0,1,0,1.2544238179652278,-0.12491978668775715,-0.5609748304808925,1,0
1,0,0,1,0,1,0,-0.5155262490625541,-0.43700743807979686,-0.5609748304808925,1,0
1,0,0,1,0,1,0,-0.1307544953608623,-0.393717860628643,-0.5609748304808925,0,1
1,0,0,1,0,0,1,0.7157433627828594,-0.4888542575852486,-0.5609748304808925,1,1
1,0,0,1,0,0,1,-0.284663196841539,-0.4863374216869257,-0.5609748304808925,1,0
0,0,0,1,0,0,1,-0.6694349505432308,-0.4505983519307405,0.059159876663617696,0,0
0,0,0,1,0,0,1,-0.1307544953608623,-0.32928686163157667,0.059159876663617696,1,0
1,0,0,1,0,0,1,-0.7463893012835691,-0.47400492578514347,-0.5609748304808925,0,0
0,0,0,1,0,1,0,0.33097160908116774,-0.22559322262067316,0.059159876663617696,1,0
1,0,0,1,0,0,1,1.6391955716669195,-0.49237782784290063,-0.5609748304808925,1,0
0,0,0,1,0,1,0,-2.054613263869321,-0.2708962687904854,0.6792945838081278,1,1
1,0,0,1,0,0,1,-0.6694349505432308,-0.4918744606632361,-0.5609748304808925,1,0
0,0,0,1,0,0,1,-3.827554843257761e-15,-0.13565761536436197,1.9195639980971482,0,0
1,0,0,1,0,0,1,-3.827554843257761e-15,-0.4894421904510968,-0.5609748304808925,1,0
1,0,1,0,0,0,1,-3.827554843257761e-15,-0.5103319284071769,-0.5609748304808925,1,0
0,0,1,0,1,0,0,0.2540172583408294,1.163700193253568,0.059159876663617696,0,1
1,0,0,1,0,1,0,-3.827554843257761e-15,-0.6484216535389205,-0.5609748304808925,1,0
1,0,0,1,0,0,1,1.1005151164845512,-0.4888542575852486,-0.5609748304808925,1,1
1,0,0,1,0,0,1,-3.827554843257761e-15,-0.4863374216869257,-0.5609748304808925,0,0
0,0,0,1,0,1,0,0.33097160908116774,0.005955680025033696,0.6792945838081278,0,1
0,0,0,1,0,1,0,-0.9002980027642458,-0.3866707201133388,0.6792945838081278,0,1
1,0,0,1,0,1,0,0.02315420611981438,-0.3866707201133388,-0.5609748304808925,1,0
0,0,0,1,0,0,1,-1.5159328086869526,-0.1621689579829361,0.6792945838081278,0,0
1,1,0,0,0,0,1,-3.827554843257761e-15,-0.4894421904510968,-0.5609748304808925,1,0
1,0,1,0,0,0,1,-0.6694349505432308,-0.49271407711891657,-0.5609748304808925,1,0
1,0,0,1,0,0,1,-0.05380014462052397,-0.4898609919445778,-0.5609748304808925,1,0
0,0,0,1,0,0,1,-0.1307544953608623,-0.35848215805212236,0.6792945838081278,0,0
0,0,0,1,0,0,1,-0.9002980027642458,-0.2414492887801075,0.6792945838081278,1,0
1,0,0,1,0,0,1,-3.827554843257761e-15,-0.5024451714361923,-0.5609748304808925,1,0
0,0,0,1,0,1,0,-0.1307544953608623,-0.12491978668775715,0.059159876663617696,0,1
1,0,0,1,0,1,0,-0.8233436520239074,-0.12491978668775715,-0.5609748304808925,0,1
1,0,1,0,0,0,1,-3.827554843257761e-15,-0.49237782784290063,-0.5609748304808925,1,0
1,0,0,1,0,0,1,0.17706290760049107,-0.4863374216869257,-0.5609748304808925,1,1
1,0,0,1,1,0,0,-0.1307544953608623,-0.11384570873513637,-0.5609748304808925,1,1
0,0,0,1,0,0,1,-3.827554843257761e-15,-0.32425318983493084,0.059159876663617696,0,1
0,0,0,1,0,1,0,0.9466064150038745,-0.12491978668775715,0.059159876663617696,0,1
1,0,0,1,0,0,1,-0.9772523535045841,-0.5049620073345151,-0.5609748304808925,1,0
0,0,0,1,1,0,0,1.5622412209265812,0.4771073601910807,0.059159876663617696,1,0
0,0,0,1,1,0,0,-1.2081154057255992,1.7677408088510642,1.299429290952638,0,1
0,0,0,1,0,0,1,-0.6694349505432308,0.04370821849987721,1.9195639980971482,0,0
0,0,0,1,0,1,0,-0.4385718983222157,-0.2708962687904854,2.5396987052416584,0,1
0,0,0,1,1,0,0,2.6396021312913183,4.647001076532463,2.5396987052416584,1,0
1,0,0,1,0,1,0,0.10010855686015273,-0.43700743807979686,-0.5609748304808925,1,0
0,0,0,1,0,1,0,1.1774694672248895,-0.11988611489111134,0.6792945838081278,0,1
1,0,0,1,0,0,1,-0.7463893012835691,-0.45714212526638004,-0.5609748304808925,1,0
0,0,0,1,0,0,1,-0.36161754758187736,-0.4918744606632361,0.059159876663617696,1,0
1,0,0,1,0,1,0,-0.1307544953608623,-0.3866707201133388,-0.5609748304808925,0,1
1,0,0,1,0,0,1,-3.827554843257761e-15,-0.48507900373776425,-0.5609748304808925,1,1
0,0,0,1,1,0,0,-1.9776589131289826,0.9997696105865636,0.6792945838081278,1,1
0,0,0,1,0,1,0,-1.2850697564659375,-0.255795253400548,0.059159876663617696,0,1
1,0,0,1,1,0,0,0.33097160908116774,-0.11384570873513637,-0.5609748304808925,1,1
0,1,0,0,0,0,1,-1.9007045623886443,-0.26066180729354516,1.299429290952638,0,1
1,0,0,1,1,0,0,1.716149922407258,-0.034313694348132716,-0.5609748304808925,1,1
0,0,0,1,0,1,0,0.48488031056184444,-0.08968408411123653,1.299429290952638,1,0
0,0,0,1,0,0,1,-3.827554843257761e-15,-0.2463983948905696,0.059159876663617696,1,0
1,1,0,0,1,0,0,0.02315420611981438,-0.08968408411123653,-0.5609748304808925,1,0
0,1,0,0,1,0,0,1.485286870186243,1.145663540471827,0.059159876663617696,1,1
1,0,0,1,0,0,1,-3.827554843257761e-15,-0.4863374216869257,-0.5609748304808925,1,0
1,1,0,0,0,0,1,-0.05380014462052397,-0.4894421904510968,-0.5609748304808925,1,1
1,0,0,1,1,0,0,2.7165564820316566,-0.11384570873513637,-0.5609748304808925,1,0
0,0,0,1,1,0,0,-3.827554843257761e-15,0.395813560675251,0.059159876663617696,0,1
1,0,0,1,0,1,0,1.5622412209265812,-0.43700743807979686,-0.5609748304808925,0,1
1,0,1,0,0,0,1,-3.827554843257761e-15,-0.49237782784290063,-0.5609748304808925,1,0
1,0,0,1,1,0,0,1.4083325194459047,-0.11384570873513637,-0.5609748304808925,1,1
1,0,0,1,0,0,1,0.33097160908116774,-0.4863374216869257,-0.5609748304808925,1,0
1,0,0,1,1,0,0,1.3313781687055661,0.12676380314453292,-0.5609748304808925,1,0
1,0,0,1,0,1,0,1.4083325194459047,-0.3866707201133388,-0.5609748304808925,1,0
1,0,0,1,0,0,1,-3.827554843257761e-15,-0.4863374216869257,-0.5609748304808925,1,0
1,0,0,1,0,0,1,0.6387890120425211,-0.5064721088735089,-0.5609748304808925,1,0
1,0,0,1,0,1,0,-3.827554843257761e-15,-0.6484216535389205,-0.5609748304808925,1,0
1,0,0,1,1,0,0,2.0239673253686115,-0.11384570873513637,-0.5609748304808925,1,0
1,0,1,0,0,0,1,-3.827554843257761e-15,-0.4928811950225652,-0.5609748304808925,1,0
0,1,0,0,0,0,1,-2.227760553035082,-0.26066180729354516,1.299429290952638,0,1
1,0,0,1,0,0,1,-3.827554843257761e-15,-0.5024451714361923,-0.5609748304808925,1,0
1,0,0,1,0,0,1,0.6387890120425211,-0.47400492578514347,-0.5609748304808925,1,0
0,0,0,1,0,1,0,0.2540172583408294,-0.08968408411123653,1.299429290952638,0,1
1,1,0,0,0,1,0,-0.5155262490625541,-0.3707300882677209,-0.5609748304808925,0,1
1,0,0,1,0,0,1,-0.5924805998028924,-0.45034666834090825,-0.5609748304808925,0,0
1,0,0,1,1,0,0,-3.827554843257761e-15,0.39858208016340624,-0.5609748304808925,1,0
0,0,0,1,0,1,0,0.33097160908116774,-0.22559322262067316,0.059159876663617696,1,0
0,0,0,1,0,0,1,-0.05380014462052397,-0.5065566745596926,0.059159876663617696,1,0
1,0,0,1,0,0,1,-0.5924805998028924,-0.4969926981460655,-0.5609748304808925,1,0
0,0,0,1,0,0,1,-2.131567614609659,-0.4010166847337793,0.059159876663617696,0,1
0,0,0,1,0,0,1,-1.5928871594272909,0.2958951755118318,3.779968119530679,1,0
1,0,0,1,0,1,0,-3.827554843257761e-15,-0.6484216535389205,-0.5609748304808925,1,0
1,0,0,1,0,0,1,1.5622412209265812,-0.4863374216869257,-0.5609748304808925,1,0
1,0,0,1,0,0,1,2.56264778055098,-0.455380340137554,-0.5609748304808925,0,1
0,1,0,0,1,0,0,-0.36161754758187736,1.1854295476653287,0.059159876663617696,1,1
0,0,0,1,0,0,1,-3.827554843257761e-15,-0.13565761536436197,1.9195639980971482,0,0
0,0,0,1,1,0,0,0.4079259598215061,1.163700193253568,0.059159876663617696,0,1
1,1,0,0,1,0,0,2.177876026849288,-0.05042144409739929,-0.5609748304808925,1,0
1,0,0,1,0,0,1,0.02315420611981438,-0.4863374216869257,-0.5609748304808925,1,0
0,0,0,1,0,0,1,-1.5928871594272909,-0.32828012727224753,0.6792945838081278,1,1
0,0,0,1,0,0,1,-3.827554843257761e-15,-0.2463983948905696,0.059159876663617696,1,0
1,0,0,1,0,0,1,-0.6694349505432308,-0.5024451714361923,-0.5609748304808925,1,0
1,0,0,1,1,0,0,1.947012974628273,-0.034313694348132716,-0.5609748304808925,1,0
1,1,0,0,1,0,0,3.1782825864736863,0.3483299278831318,-0.5609748304808925,1,0
1,0,0,1,0,0,1,-0.6694349505432308,-0.4863374216869257,-0.5609748304808925,1,0
1,1,0,0,0,0,1,-3.827554843257761e-15,-0.3573083057891445,-0.5609748304808925,1,0
0,1,0,0,1,0,0,1.8700586238879346,0.9274538680872313,0.059159876663617696,0,1
1,0,0,1,0,0,1,-3.827554843257761e-15,-0.3443878770215141,-0.5609748304808925,1,0
0,0,0,1,1,0,0,-0.36161754758187736,2.4029901895877646,1.299429290952638,0,0
1,0,0,1,0,0,1,-0.4385718983222157,-0.49145565916975514,-0.5609748304808925,1,0
1,0,0,1,0,0,1,-0.9772523535045841,-0.47400492578514347,-0.5609748304808925,1,0
1,0,1,0,0,0,1,-0.6694349505432308,-0.49237782784290063,-0.5609748304808925,0,0
1,0,1,0,0,0,1,-3.827554843257761e-15,-0.4948100980550399,-0.5609748304808925,0,0
1,0,0,1,0,0,1,0.5618346613021827,-0.455380340137554,-0.5609748304808925,0,0
1,0,0,1,1,0,0,-1.0542067042449224,1.093228788100527,-0.5609748304808925,0,1
0,1,0,0,1,0,0,-0.9002980027642458,1.5442457810799908,0.059159876663617696,1,0
0,0,0,1,0,1,0,0.2540172583408294,-0.12491978668775715,0.6792945838081278,0,1
1,0,0,1,1,0,0,-3.827554843257761e-15,-0.11384570873513637,-0.5609748304808925,1,1
1,0,0,1,0,0,1,-0.1307544953608623,-0.1948878246611338,-0.5609748304808925,1,0
1,0,0,1,0,0,1,-0.284663196841539,0.48910360681684706,-0.5609748304808925,1,1
1,0,1,0,0,0,1,-0.05380014462052397,-0.49237782784290063,-0.5609748304808925,1,1
1,0,0,1,0,0,1,-3.827554843257761e-15,-0.4863374216869257,-0.5609748304808925,1,0
1,0,0,1,1,0,0,0.48488031056184444,-0.11913106412161445,-0.5609748304808925,1,1
0,1,0,0,1,0,0,1.8700586238879346,0.5475787653441219,0.059159876663617696,0,1
1,0,0,1,0,0,1,-0.4385718983222157,-0.4974960653257301,-0.5609748304808925,1,0
1,0,0,1,1,0,0,1.3313781687055661,0.036576512298389464,-0.5609748304808925,1,0
1,0,0,1,0,1,0,0.33097160908116774,-0.43700743807979686,-0.5609748304808925,0,1
1,0,1,0,0,0,1,-3.827554843257761e-15,-0.1621689579829361,-0.5609748304808925,1,0
0,0,0,1,0,1,0,0.48488031056184444,-0.12491978668775715,0.059159876663617696,0,1
1,0,0,1,0,0,1,0.17706290760049107,-0.4894421904510968,-0.5609748304808925,1,0
1,0,0,1,1,0,0,0.02315420611981438,1.2341715984066093,-0.5609748304808925,0,1
1,0,0,1,0,0,1,-0.5924805998028924,-0.4894421904510968,-0.5609748304808925,1,0
1,1,0,0,0,0,1,-3.827554843257761e-15,-0.5029485386158568,-0.5609748304808925,1,0
0,1,0,0,1,0,0,1.1005151164845512,0.5189714017894245,0.059159876663617696,0,1
1,1,0,0,0,0,1,-3.827554843257761e-15,-0.5028639729296732,-0.5609748304808925,1,0
1,0,1,0,0,0,1,0.831174888893367,-0.49237782784290063,-0.5609748304808925,1,0
1,0,0,1,0,1,0,1.5622412209265812,-0.43700743807979686,-0.5609748304808925,0,1
1,0,0,1,1,0,0,-3.827554843257761e-15,3.817033162951754,-0.5609748304808925,1,0
1,0,0,1,0,0,1,0.7157433627828594,-0.4888542575852486,-0.5609748304808925,1,0
0,0,0,1,0,1,0,-0.5155262490625541,-0.41687275089321363,1.299429290952638,1,0
0,0,0,1,0,1,0,-2.131567614609659,-0.12491978668775715,0.6792945838081278,0,1
1,1,0,0,0,0,1,-3.827554843257761e-15,-0.5028639729296732,-0.5609748304808925,1,0
0,1,0,0,0,0,1,-0.9772523535045841,-0.5028639729296732,0.6792945838081278,1,0
0,1,0,0,0,0,1,-3.827554843257761e-15,-0.19824427701513722,0.6792945838081278,0,1
1,0,0,1,0,0,1,0.02315420611981438,-0.47400492578514347,-0.5609748304808925,0,0
0,0,0,1,0,1,0,-1.7467958609079675,-0.11988611489111134,0.6792945838081278,0,1
1,0,0,1,1,0,0,1.1774694672248895,-0.11384570873513637,-0.5609748304808925,1,0
1,1,0,0,1,0,0,0.02315420611981438,1.4944124302931971,-0.5609748304808925,0,1
1,0,0,1,0,0,1,-3.827554843257761e-15,-0.35646868933346404,-0.5609748304808925,1,0
0,1,0,0,1,0,0,-0.5924805998028924,0.3482453621969482,0.6792945838081278,0,1
0,0,0,1,1,0,0,0.48488031056184444,0.7811411367084872,0.6792945838081278,0,1
0,0,0,1,0,0,1,-1.5928871594272909,-0.01870931177853076,3.1598334123861687,0,0
0,0,0,1,0,0,1,-1.4389784579466143,-0.01870931177853076,3.1598334123861687,0,0
0,0,0,1,0,1,0,0.17706290760049107,-0.12491978668775715,0.059159876663617696,1,1
0,1,0,0,1,0,0,1.5622412209265812,1.4944124302931971,0.059159876663617696,1,0
1,0,0,1,1,0,0,2.6396021312913183,-0.12491978668775715,-0.5609748304808925,1,0
0,0,0,1,0,1,0,-0.8233436520239074,-0.12491978668775715,0.059159876663617696,0,1
1,1,0,0,0,1,0,-3.827554843257761e-15,-0.3693045524149108,-0.5609748304808925,1,1
0,0,0,1,0,0,1,0.2540172583408294,-0.2351571990343002,0.6792945838081278,1,0
0,0,0,1,0,1,0,-1.6698415101676292,0.09152810056801232,0.6792945838081278,1,1
0,1,0,0,1,0,0,-0.9772523535045841,1.5841789061771412,0.6792945838081278,1,1
1,0,0,1,0,1,0,-0.20770884610120066,-0.12491978668775715,-0.5609748304808925,1,0
1,0,1,0,0,0,1,-3.827554843257761e-15,-0.49078316061772326,-0.5609748304808925,1,0
1,1,0,0,0,0,1,-0.5924805998028924,-0.5029485386158568,-0.5609748304808925,1,1
1,0,0,1,0,0,1,-0.5924805998028924,-0.4918744606632361,-0.5609748304808925,0,1
1,0,0,1,1,0,0,2.4856934298106412,-0.11384570873513637,-0.5609748304808925,1,0
0,1,0,0,1,0,0,1.4083325194459047,0.1489119590497745,0.059159876663617696,0,1
1,1,0,0,1,0,0,-3.827554843257761e-15,3.9327230485884233,-0.5609748304808925,1,0
0,0,0,1,1,0,0,0.7157433627828594,0.955306180872432,0.6792945838081278,0,1
0,0,0,1,0,0,1,0.48488031056184444,-0.29807809649237277,0.059159876663617696,0,1
1,0,1,0,0,0,1,-3.827554843257761e-15,-0.49237782784290063,-0.5609748304808925,1,0
1,0,0,1,0,0,1,0.7926977135231978,-0.4894421904510968,-0.5609748304808925,1,0
1,0,0,1,0,1,0,-0.1307544953608623,-0.3766033765200472,-0.5609748304808925,1,0
1,0,0,1,0,0,1,-3.827554843257761e-15,-0.4863374216869257,-0.5609748304808925,1,0
1,0,0,1,0,0,1,-3.827554843257761e-15,-0.4863374216869257,-0.5609748304808925,0,0
0,0,0,1,0,0,1,-0.4385718983222157,-0.1621689579829361,0.6792945838081278,1,0
1,0,0,1,0,0,1,-0.8233436520239074,-0.4894421904510968,-0.5609748304808925,1,0
0,0,0,1,0,0,1,-0.05380014462052397,-0.22408312108167944,1.9195639980971482,0,0
1,1,0,0,0,0,1,-3.827554843257761e-15,-0.5028639729296732,-0.5609748304808925,1,0
1,0,0,1,0,0,1,0.17706290760049107,-0.4902797934380587,-0.5609748304808925,1,1
1,0,0,1,0,1,0,2.4856934298106412,-0.43700743807979686,-0.5609748304808925,1,1
0,0,0,1,1,0,0,1.7931042731475964,0.38809593507663365,0.6792945838081278,0,1
1,0,0,1,1,0,0,0.48488031056184444,-0.11711759540295616,-0.5609748304808925,1,1
1,0,1,0,0,0,1,-3.827554843257761e-15,-0.49237782784290063,-0.5609748304808925,0,1
1,0,0,1,0,0,1,-1.0542067042449224,-0.4863374216869257,-0.5609748304808925,1,0
1,0,0,1,0,0,1,-0.8233436520239074,-0.35646868933346404,-0.5609748304808925,1,0
1,0,0,1,0,1,0,0.33097160908116774,-0.3866707201133388,-0.5609748304808925,0,1
0,0,0,1,1,0,0,0.7157433627828594,0.4771073601910807,0.059159876663617696,0,1
0,1,0,0,0,0,1,-3.827554843257761e-15,-0.3573083057891445,0.059159876663617696,0,0
1,0,0,1,0,0,1,0.17706290760049107,-0.4888542575852486,-0.5609748304808925,1,1
0,0,0,1,0,1,0,-0.36161754758187736,-0.04438103794142432,0.6792945838081278,0,1
0,1,0,0,1,0,0,0.7157433627828594,1.5841789061771412,0.6792945838081278,0,1
1,0,0,1,0,1,0,1.8700586238879346,-0.12491978668775715,-0.5609748304808925,1,0
1,1,0,0,1,0,0,0.48488031056184444,0.15948266982273065,-0.5609748304808925,1,0
1,1,0,0,0,0,1,-3.827554843257761e-15,-0.47299819142581434,-0.5609748304808925,1,0
0,0,0,1,1,0,0,-0.9002980027642458,0.955306180872432,0.6792945838081278,0,1
1,0,0,1,0,1,0,1.3313781687055661,-0.3464013457401724,-0.5609748304808925,1,0
